Идентификатор пользователя,Название приюта,Дата/время платежа,Наименование услуги,Сумма платежа
28160,Лёхин дом,2019-10-12 20:51:16,КотоДень,116
28160,Добрые сердца,2019-10-12 20:51:16,КотоДень,99
28118,Люськин дом,2019-10-12 21:33:41,КотоДень,97
27133,Самарский приют для животных НадеждА,2019-10-12 22:16:59,КотоДень,105
27133,Убежище,2019-10-12 22:16:59,КотоДень,118
27133,Добрые сердца,2019-10-12 22:16:59,КотоДень,99
28087,Добрые сердца,2019-10-13 10:44:1,КотоДень,99
6600,Добрые сердца,2019-10-13 11:34:26,КотоДень,99
1918,Люськин дом,2019-10-13 11:49:10,КотоДень,97
28167,Люськин дом,2019-10-13 21:19:21,КотоДень,97
25746,Добрые сердца,2019-10-13 21:48:25,КотоДень,99
27919,Приют для кошек Потеряшка,2019-10-13 23:5:20,КотоДень,104
28168,Самарский приют для животных НадеждА,2019-10-14 0:19:29,КотоДень,105
28168,Котофей,2019-10-14 0:19:29,КотоДень,87
27777,Самарский приют для животных НадеждА,2019-10-14 0:21:5,КотоДень,105
27777,Убежище,2019-10-14 0:21:5,КотоДень,118
27777,Убежище,2019-10-14 0:21:5,КотоДень,118
27777,Кошачий приют ДОМИК,2019-10-14 0:26:52,КотоДень,76
27242,Люськин дом,2019-10-14 9:21:37,КотоДень,97
27242,Убежище,2019-10-14 9:21:37,КотоДень,118
1810,Матроскин,2019-10-14 11:3:35,КотоДень,98
1810,Лёхин дом,2019-10-14 11:6:55,КотоДень,116
1810,Котофей,2019-10-14 11:9:54,КотоДень,87
6197,Матроскин,2019-10-14 12:33:5,КотоДень,98
6197,Люськин дом,2019-10-14 12:33:5,КотоДень,97
6197,Кот и Пёс,2019-10-14 12:33:5,КотоДень,94
6197,Центральный приют Спб для бездомных кошек!,2019-10-14 12:33:5,КотоДень,98
6197,Приют для кошек ЯрКот,2019-10-14 12:33:5,КотоДень,88
6197,Лёхин дом,2019-10-14 12:33:5,КотоДень,116
6197,Лёхин дом,2019-10-14 12:33:5,КотоДень,116
6197,Убежище,2019-10-14 12:33:5,КотоДень,118
6197,Котофей,2019-10-14 12:33:5,КотоДень,87
6197,Добрые сердца,2019-10-14 12:33:5,КотоДень,99
28167,Самарский приют для животных НадеждА,2019-10-14 12:58:9,КотоДень,105
27249,Котофей,2019-10-14 13:3:33,КотоДень,87
27249,Котофей,2019-10-14 13:15:3,КотоДень,87
27249,Котофей,2019-10-14 13:20:53,КотоДень,87
26090,Добрые сердца,2019-10-14 14:54:8,КотоДень,99
27572,Лёхин дом,2019-10-14 17:39:46,КотоДень,116
1692,Самарский приют для животных НадеждА,2019-10-14 19:46:40,КотоДень,105
1692,Люськин дом,2019-10-14 19:46:40,КотоДень,97
28173,Люськин дом,2019-10-14 21:42:11,КотоДень,97
27826,Убежище,2019-10-14 22:7:12,КотоДень,118
27826,Убежище,2019-10-14 22:7:12,КотоДень,118
27672,Самарский приют для животных НадеждА,2019-10-15 2:57:11,КотоДень,105
27672,Самарский приют для животных НадеждА,2019-10-15 2:57:11,КотоДень,105
27672,Кот и Пёс,2019-10-15 3:1:51,КотоДень,94
28177,Центральный приют Спб для бездомных кошек!,2019-10-15 11:50:51,КотоДень,98
28119,Кошачий приют ДОМИК,2019-10-15 11:58:44,КотоДень,76
1126,Самарский приют для животных НадеждА,2019-10-15 18:15:16,КотоДень,105
1126,Самарский приют для животных НадеждА,2019-10-15 18:15:16,КотоДень,105
1126,Люськин дом,2019-10-15 18:15:16,КотоДень,97
1126,Кот и Пёс,2019-10-15 18:15:16,КотоДень,94
1126,Центральный приют Спб для бездомных кошек!,2019-10-15 18:15:16,КотоДень,98
28182,Центральный приют Спб для бездомных кошек!,2019-10-15 18:32:15,КотоДень,98
28183,Добрые сердца,2019-10-15 21:59:5,КотоДень,99
25665,Добрые сердца,2019-10-15 23:35:26,КотоДень,99
27364,Добрые сердца,2019-10-15 23:48:16,КотоДень,99
1810,Лёхин дом,2019-10-16 11:2:13,КотоДень,116
1810,Убежище,2019-10-16 11:2:13,КотоДень,118
28179,Люськин дом,2019-10-16 13:34:11,КотоДень,97
26338,Приют для кошек ЯрКот,2019-10-16 14:46:41,КотоДень,88
6451,Лёхин дом,2019-10-16 16:1:50,КотоДень,116
6447,Лёхин дом,2019-10-16 16:38:42,КотоДень,116
24855,Кошачий приют ДОМИК,2019-10-16 16:40:1,КотоДень,76
25849,Кот и Пёс,2019-10-16 16:41:26,КотоДень,94
6327,Лёхин дом,2019-10-16 16:49:9,КотоДень,116
24663,Самарский приют для животных НадеждА,2019-10-16 16:58:12,КотоДень,105
24663,Лёхин дом,2019-10-16 16:58:12,КотоДень,116
4696,Самарский приют для животных НадеждА,2019-10-16 19:35:23,КотоДень,105
4696,Самарский приют для животных НадеждА,2019-10-16 19:35:23,КотоДень,105
4696,Матроскин,2019-10-16 19:35:23,КотоДень,98
4696,Кошачий приют ДОМИК,2019-10-16 19:35:23,КотоДень,76
4696,Кошачий приют ДОМИК,2019-10-16 19:35:23,КотоДень,76
4696,Кошачий приют ДОМИК,2019-10-16 19:35:23,КотоДень,76
4696,Кошачий приют ДОМИК,2019-10-16 19:35:23,КотоДень,76
4696,Центральный приют Спб для бездомных кошек!,2019-10-16 19:35:23,КотоДень,98
4696,Приют для кошек ЯрКот,2019-10-16 19:35:23,КотоДень,88
26906,Матроскин,2019-10-16 20:53:3,КотоДень,98
2100,Добрые сердца,2019-10-16 23:10:53,КотоДень,99
1810,Котофей,2019-10-17 17:38:52,КотоДень,87
1810,Котофей,2019-10-17 17:38:52,КотоДень,87
26381,Кошачий приют ДОМИК,2019-10-17 19:16:37,КотоДень,76
26381,Центральный приют Спб для бездомных кошек!,2019-10-17 19:16:37,КотоДень,98
26381,Убежище,2019-10-17 19:16:37,КотоДень,118
27964,Кошачий приют ДОМИК,2019-10-17 19:30:40,КотоДень,76
27895,Самарский приют для животных НадеждА,2019-10-17 21:52:44,КотоДень,105
27895,Самарский приют для животных НадеждА,2019-10-17 21:52:44,КотоДень,105
27895,Самарский приют для животных НадеждА,2019-10-17 21:52:44,КотоДень,105
27895,Самарский приют для животных НадеждА,2019-10-17 21:52:44,КотоДень,105
27895,Самарский приют для животных НадеждА,2019-10-17 21:52:44,КотоДень,105
27895,Самарский приют для животных НадеждА,2019-10-17 21:52:44,КотоДень,105
27895,Самарский приют для животных НадеждА,2019-10-17 21:52:44,КотоДень,105
27895,Самарский приют для животных НадеждА,2019-10-17 21:52:44,КотоДень,105
27895,Самарский приют для животных НадеждА,2019-10-17 21:52:44,КотоДень,105
27895,Самарский приют для животных НадеждА,2019-10-17 21:52:44,КотоДень,105
27895,Самарский приют для животных НадеждА,2019-10-17 21:52:44,КотоДень,105
27895,Кошачий приют ДОМИК,2019-10-17 21:52:44,КотоДень,76
27895,Кошачий приют ДОМИК,2019-10-17 21:52:44,КотоДень,76
27895,Кошачий приют ДОМИК,2019-10-17 21:52:44,КотоДень,76
27895,Люськин дом,2019-10-17 21:52:44,КотоДень,97
27895,Центральный приют Спб для бездомных кошек!,2019-10-17 21:52:44,КотоДень,98
27895,Лёхин дом,2019-10-17 21:52:44,КотоДень,116
27895,Убежище,2019-10-17 21:52:44,КотоДень,118
27895,Котофей,2019-10-17 21:52:44,КотоДень,87
27895,Котофей,2019-10-17 21:52:44,КотоДень,87
27895,Котофей,2019-10-17 21:52:44,КотоДень,87
27895,Добрые сердца,2019-10-17 21:52:44,КотоДень,99
27895,Добрые сердца,2019-10-17 21:52:44,КотоДень,99
27000,Убежище,2019-10-18 0:46:22,КотоДень,118
27000,Добрые сердца,2019-10-18 0:46:22,КотоДень,99
27672,Самарский приют для животных НадеждА,2019-10-18 4:29:17,КотоДень,105
27672,Кот и Пёс,2019-10-18 4:29:17,КотоДень,94
27672,Котофей,2019-10-18 5:22:51,КотоДень,87
27767,Приют для кошек Потеряшка,2019-10-18 7:0:15,КотоДень,104
27767,Котофей,2019-10-18 7:0:15,КотоДень,87
27817,Лёхин дом,2019-10-18 8:49:55,КотоДень,116
28179,Люськин дом,2019-10-18 9:30:44,КотоДень,97
28179,Лёхин дом,2019-10-18 9:30:44,КотоДень,116
1810,Самарский приют для животных НадеждА,2019-10-18 10:10:44,КотоДень,105
2567,Котофей,2019-10-18 10:27:42,КотоДень,87
27110,Люськин дом,2019-10-18 11:7:42,КотоДень,97
27110,Люськин дом,2019-10-18 11:7:42,КотоДень,97
27110,Центральный приют Спб для бездомных кошек!,2019-10-18 11:7:42,КотоДень,98
27110,Приют для кошек Потеряшка,2019-10-18 11:7:42,КотоДень,104
27709,Добрые сердца,2019-10-18 11:51:33,КотоДень,99
25494,Матроскин,2019-10-18 12:43:22,КотоДень,98
25494,Котофей,2019-10-18 12:43:22,КотоДень,87
25494,Котофей,2019-10-18 12:43:22,КотоДень,87
25494,Котофей,2019-10-18 12:43:22,КотоДень,87
25494,Котофей,2019-10-18 12:43:22,КотоДень,87
25494,Котофей,2019-10-18 12:43:22,КотоДень,87
25494,Добрые сердца,2019-10-18 12:43:22,КотоДень,99
971,Самарский приют для животных НадеждА,2019-10-18 13:8:51,КотоДень,105
2961,Добрые сердца,2019-10-18 13:32:38,КотоДень,99
27915,Приют для кошек Потеряшка,2019-10-18 15:6:47,КотоДень,104
27915,Приют для кошек Потеряшка,2019-10-18 15:6:47,КотоДень,104
26920,Центральный приют Спб для бездомных кошек!,2019-10-18 18:11:14,КотоДень,98
27715,Кошачий приют ДОМИК,2019-10-18 20:55:1,КотоДень,76
27715,Кошачий приют ДОМИК,2019-10-18 20:58:20,КотоДень,76
5747,Самарский приют для животных НадеждА,2019-10-19 0:39:10,КотоДень,105
5747,Самарский приют для животных НадеждА,2019-10-19 0:39:10,КотоДень,105
5747,Самарский приют для животных НадеждА,2019-10-19 0:39:10,КотоДень,105
5747,Кошачий приют ДОМИК,2019-10-19 0:39:10,КотоДень,76
5747,Кошачий приют ДОМИК,2019-10-19 0:39:10,КотоДень,76
5747,Кошачий приют ДОМИК,2019-10-19 0:39:10,КотоДень,76
5747,Кошачий приют ДОМИК,2019-10-19 0:39:10,КотоДень,76
5747,Кошачий приют ДОМИК,2019-10-19 0:39:10,КотоДень,76
5747,Кошачий приют ДОМИК,2019-10-19 0:39:10,КотоДень,76
5747,Кошачий приют ДОМИК,2019-10-19 0:39:10,КотоДень,76
5747,Кошачий приют ДОМИК,2019-10-19 0:39:10,КотоДень,76
5747,Кошачий приют ДОМИК,2019-10-19 0:39:10,КотоДень,76
5747,Люськин дом,2019-10-19 0:39:10,КотоДень,97
